property,apartment_code,billing_month,units_consumed,unit_cost,amount,apt_avg_units,deviation_from_avg
Vista Heights,D13B,Mar-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,May-23,463.00,11.00,5093.0000,270.1,192.9
Vista Heights,D13B,May-24,687.00,11.00,7557.0000,270.1,416.9
Vista Heights,D13B,May-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Nov-23,298.97,11.00,3288.6700,270.1,28.9
Vista Heights,D13B,Nov-24,270.94,11.50,3115.8100,270.1,0.9
Vista Heights,D13B,Nov-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Oct-23,388.11,11.00,4269.2100,270.1,118.0
Vista Heights,D13B,Oct-24,342.14,11.50,3934.6100,270.1,72.1
Vista Heights,D13B,Oct-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Sep-23,398.57,11.00,4384.2700,270.1,128.5
Vista Heights,D13B,Sep-24,447.80,11.50,5149.7000,270.1,177.7
Vista Heights,D13B,Sep-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D15,Jun-26,164.00,11.50,1886.0000,133.7,30.4
Vista Heights,D15,May-26,103.30,11.50,1187.9500,133.7,-30.4
Vista Heights,D21,Apr-23,548.00,11.50,6302.0000,493.1,54.9
Vista Heights,D21,Apr-24,258.23,11.00,2840.5300,493.1,-234.9
Vista Heights,D21,Apr-25,703.00,11.50,8084.5000,493.1,209.9
Vista Heights,D21,Apr-26,557.10,11.50,6406.6500,493.1,64.0
Vista Heights,D21,Aug-23,0.00,11.00,0.0000,493.1,-493.1
Vista Heights,D21,Aug-24,357.00,11.50,4105.5000,493.1,-136.1
Vista Heights,D21,Aug-25,799.10,11.50,9189.6500,493.1,306.0
Vista Heights,D21,Dec-24,255.00,11.50,2932.5000,493.1,-238.1
Vista Heights,D21,Dec-25,394.20,11.50,4533.3000,493.1,-98.9
Vista Heights,D21,Feb-24,388.10,11.00,4269.1000,493.1,-105.0
Vista Heights,D21,Feb-25,609.00,11.50,7003.5000,493.1,115.9
Vista Heights,D21,Feb-26,377.90,11.50,4345.8500,493.1,-115.2
Vista Heights,D21,Jan-24,244.80,11.00,2692.8000,493.1,-248.3
Vista Heights,D21,Jan-25,469.70,11.50,5401.5500,493.1,-23.4
Vista Heights,D21,Jan-26,258.70,11.50,2975.0500,493.1,-234.4
Vista Heights,D21,Jul-23,0.00,11.00,0.0000,493.1,-493.1
Vista Heights,D21,Jul-24,258.00,11.50,2967.0000,493.1,-235.1
Vista Heights,D21,Jul-25,824.40,11.50,9480.6000,493.1,331.3
Vista Heights,D21,Jun-23,0.00,11.00,0.0000,493.1,-493.1
Vista Heights,D21,Jun-24,302.00,11.00,3322.0000,493.1,-191.1
Vista Heights,D21,Jun-25,1214.20,11.50,13963.3000,493.1,721.1
Vista Heights,D21,Jun-26,959.70,11.50,11036.5500,493.1,466.6
Vista Heights,D21,Mar-24,301.89,11.00,3320.7900,493.1,-191.2
Vista Heights,D21,Mar-25,716.70,11.50,8242.0500,493.1,223.6
Vista Heights,D21,Mar-26,664.40,11.50,7640.6000,493.1,171.3
Vista Heights,D21,May-23,0.00,11.00,0.0000,493.1,-493.1
Vista Heights,D21,May-24,357.00,11.00,3927.0000,493.1,-136.1
Vista Heights,D21,May-25,586.20,11.50,6741.3000,493.1,93.1
Vista Heights,D21,May-26,948.80,11.50,10911.2000,493.1,455.7
Vista Heights,D21,Nov-23,518.40,11.00,5702.4000,493.1,25.3
Vista Heights,D21,Nov-24,387.77,11.50,4459.3550,493.1,-105.3
Vista Heights,D21,Nov-25,805.30,11.50,9260.9500,493.1,312.2
Vista Heights,D21,Oct-23,715.70,11.00,7872.7000,493.1,222.6
Vista Heights,D21,Oct-24,392.35,11.50,4512.0250,493.1,-100.7
Vista Heights,D21,Oct-25,703.80,11.50,8093.7000,493.1,210.7
Vista Heights,D21,Sep-23,661.30,11.00,7274.3000,493.1,168.2
Vista Heights,D21,Sep-24,365.45,11.50,4202.6750,493.1,-127.6
Vista Heights,D21,Sep-25,834.40,11.50,9595.6000,493.1,341.3
Vista Heights,D23B,Apr-23,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Apr-24,193.67,11.00,2130.3700,233.9,-40.2
Vista Heights,D23B,Apr-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Aug-23,3801.04,11.00,41811.4400,233.9,3567.2
Vista Heights,D23B,Aug-24,299.00,11.50,3438.5000,233.9,65.1
Vista Heights,D23B,Aug-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Dec-24,577.00,11.50,6635.5000,233.9,343.1
Vista Heights,D23B,Dec-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Feb-24,166.33,11.00,1829.6300,233.9,-67.6
Vista Heights,D23B,Feb-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Feb-26,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Jan-24,104.91,11.00,1154.0100,233.9,-129.0
Vista Heights,D23B,Jan-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Jan-26,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Jul-23,0.00,11.00,0.0000,233.9,-233.9
Vista Heights,D23B,Jul-24,261.00,11.50,3001.5000,233.9,27.1
Vista Heights,D23B,Jul-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Jun-23,0.00,11.00,0.0000,233.9,-233.9
Vista Heights,D23B,Jun-24,384.00,11.00,4224.0000,233.9,150.1
Vista Heights,D23B,Jun-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Mar-24,226.41,11.00,2490.5100,233.9,-7.5
Vista Heights,D23B,Mar-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,May-23,0.00,11.00,0.0000,233.9,-233.9
Vista Heights,D23B,May-24,268.00,11.00,2948.0000,233.9,34.1
Vista Heights,D23B,May-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Nov-23,222.17,11.00,2443.8700,233.9,-11.7
Vista Heights,D23B,Nov-24,290.83,11.50,3344.5450,233.9,56.9
Vista Heights,D23B,Nov-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Oct-23,306.73,11.00,3374.0300,233.9,72.8
Vista Heights,D23B,Oct-24,294.26,11.50,3383.9900,233.9,60.4
Vista Heights,D23B,Oct-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D23B,Sep-23,283.37,11.00,3117.0700,233.9,49.5
Vista Heights,D23B,Sep-24,273.34,11.50,3143.4100,233.9,39.5
Vista Heights,D23B,Sep-25,0.00,11.50,0.0000,233.9,-233.9
Vista Heights,D41,Apr-23,456.00,11.50,5244.0000,635.4,-179.4
Vista Heights,D41,Apr-24,439.90,11.00,4838.9000,635.4,-195.5
Vista Heights,D41,Apr-25,927.80,11.50,10669.7000,635.4,292.4
Vista Heights,D41,Apr-26,663.60,11.50,7631.4000,635.4,28.2
Vista Heights,D41,Aug-23,856.00,11.00,9416.0000,635.4,220.6
Vista Heights,D41,Aug-24,799.00,11.50,9188.5000,635.4,163.6
Vista Heights,D41,Aug-25,822.20,11.50,9455.3000,635.4,186.8
Vista Heights,D41,Dec-24,421.00,11.50,4841.5000,635.4,-214.4
Vista Heights,D41,Dec-25,301.20,11.50,3463.8000,635.4,-334.2
Vista Heights,D41,Feb-24,675.40,11.00,7429.4000,635.4,40.0
Vista Heights,D41,Feb-25,491.30,11.50,5649.9500,635.4,-144.1
Vista Heights,D41,Feb-26,264.10,11.50,3037.1500,635.4,-371.3
Vista Heights,D41,Jan-24,204.70,11.00,2251.7000,635.4,-430.7
Vista Heights,D41,Jan-25,351.00,11.50,4036.5000,635.4,-284.4
Vista Heights,D41,Jan-26,200.90,11.50,2310.3500,635.4,-434.5
Vista Heights,D41,Jul-23,736.80,11.00,8104.8000,635.4,101.4
Vista Heights,D41,Jul-24,911.00,11.50,10476.5000,635.4,275.6
Vista Heights,D41,Jul-25,789.70,11.50,9081.5500,635.4,154.3
Vista Heights,D41,Jun-23,543.30,11.00,5976.3000,635.4,-92.1
Vista Heights,D41,Jun-24,977.00,11.00,10747.0000,635.4,341.6
Vista Heights,D41,Jun-25,692.80,11.50,7967.2000,635.4,57.4
Vista Heights,D41,Jun-26,1090.00,11.50,12535.0000,635.4,454.6
Vista Heights,D41,Mar-24,694.10,11.00,7635.1000,635.4,58.7
Vista Heights,D41,Mar-25,647.20,11.50,7442.8000,635.4,11.8
Vista Heights,D41,Mar-26,514.20,11.50,5913.3000,635.4,-121.2
Vista Heights,D41,May-23,956.00,11.00,10516.0000,635.4,320.6
Vista Heights,D41,May-24,914.00,11.00,10054.0000,635.4,278.6
Vista Heights,D41,May-25,802.90,11.50,9233.3500,635.4,167.5
Vista Heights,D41,May-26,841.50,11.50,9677.2500,635.4,206.1
Vista Heights,D41,Nov-23,525.00,11.00,5775.0000,635.4,-110.4
Vista Heights,D41,Nov-24,671.00,11.50,7716.5000,635.4,35.6
Vista Heights,D41,Nov-25,512.30,11.50,5891.4500,635.4,-123.1
Vista Heights,D41,Oct-23,613.00,11.00,6743.0000,635.4,-22.4
Vista Heights,D41,Oct-25,299.00,11.50,3438.5000,635.4,-336.4
Vista Heights,D41,Sep-23,708.30,11.00,7791.3000,635.4,72.9
Vista Heights,D41,Sep-25,562.20,11.50,6465.3000,635.4,-73.2
